tier,pre_award,type,posted,deadline,title,agency_path,naics,psc,set_aside,solicitation_number,notice_id,ui_link,matched_queries
VESSEL,yes,Solicitation,2026-06-11,2026-07-07,Dive Boat Dryberthing,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0327,1719d59bb4fb48bc89fa43e1be513751,https://sam.gov/workspace/contract/opp/1719d59bb4fb48bc89fa43e1be513751/view,naics_336611;title_boat
VESSEL,yes,Sources Sought,2026-06-04,2026-07-08,Engineering and Fabrication Services for Propulsor Support Hardware,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA WARFARE CENTER.NSWC CARDEROCK,336611,2010,NONE,26-KC-0003,7669576da1f640f7b855837f7da3346c,https://sam.gov/workspace/contract/opp/7669576da1f640f7b855837f7da3346c/view,naics_336611
VESSEL,yes,Solicitation,2026-06-05,2026-07-09,USS CINCINNATI (LCS 20) FY27 Docking Selected Restricted Availability (DSRA) and USS CANBERRA (LCS 30) FY27 DSRA Request for Proposal(s) (RFP),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,,N0002426R4441,317ff8892e274dd19d8aa7c62eded400,https://sam.gov/workspace/contract/opp/317ff8892e274dd19d8aa7c62eded400/view,naics_336611
VESSEL,yes,Sources Sought,2026-06-05,2026-07-10,Defueled Ex-Long Beach (CGN 9) Transportation & Disposal,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,NONE,N0002426ICGN9,6b2f35efccce4075a5b7616ad22c06d7,https://sam.gov/workspace/contract/opp/6b2f35efccce4075a5b7616ad22c06d7/view,naics_336611;psc_1905
VESSEL,yes,Solicitation,2026-06-10,2026-07-10,"20-Accumulator, Hydraulic",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,336611,2090,,MAAC-2025-ZID3-019,88110ea0c93c402eb35b8daf93cf1ecd,https://sam.gov/workspace/contract/opp/88110ea0c93c402eb35b8daf93cf1ecd/view,naics_336611
VESSEL,yes,Solicitation,2026-06-11,2026-07-10,"MATERIAL,RADAR ABSO",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2040,,N0010426QYA8Y,451ec17bd41641369e1223d483d1c1c1,https://sam.gov/workspace/contract/opp/451ec17bd41641369e1223d483d1c1c1/view,naics_336612
VESSEL,yes,Sources Sought,2026-06-11,2026-07-11,USCGC HAMMER (WLR-75405) DRYDOCK REPAIR FY27,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,J998,NONE,70Z08526RIBCT25789,99894e11580d47aba8e8d2573f1c5ca7,https://sam.gov/workspace/contract/opp/99894e11580d47aba8e8d2573f1c5ca7/view,naics_336611
VESSEL,yes,Solicitation,2026-05-18,2026-07-13,20--CONNECTOR TRAVELING,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2040,,N0010426QYA92,a2a23a6c48b24ad8afe186c2a1f4dced,https://sam.gov/workspace/contract/opp/a2a23a6c48b24ad8afe186c2a1f4dced/view,naics_336612
VESSEL,yes,Solicitation,2026-06-11,2026-07-13,"20--PROPELLING UNIT, OU- AND SIMILAR REPLACEMENT PARTS",DEPT OF DEFENSE.DEFENSE LOGISTICS AGENCY.DLA MARITIME.DLA MARITIME MECHANICSBURG.SPRMM1 DLA MECHANICSBURG,336612,2010,,SPRMM126QGA80,5d93e225e52f418cb28f7e55920a2504,https://sam.gov/workspace/contract/opp/5d93e225e52f418cb28f7e55920a2504/view,naics_336612
VESSEL,yes,Presolicitation,2026-06-01,2026-07-15,Next Generation Hospital Ship T-AH(X) Request for Information (RFI),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1925,,N00024-26-R-2433,597b35e1604446a8aed0e284009c1268,https://sam.gov/workspace/contract/opp/597b35e1604446a8aed0e284009c1268/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-05-29,2026-07-17,"LCU-1651, Accomplish, Docking or Hauling Out",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926Q0333,43b234d6f0554d58945073995bfc1dea,https://sam.gov/workspace/contract/opp/43b234d6f0554d58945073995bfc1dea/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-11,2026-07-17,Multi Mission Surface Combatant (MMSC) Post Delivery Execution Yard (PDEY),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,NONE,N00024-26-R-2309,bbe1d6971d394afe99dbc4be21382cb0,https://sam.gov/workspace/contract/opp/bbe1d6971d394afe99dbc4be21382cb0/view,naics_336611;psc_1905
VESSEL,yes,Solicitation,2026-05-21,2026-07-21,USS JOHN P MURTHA (LPD 26) FY27 Docking Selected Restricted Availability (DSRA) Request for Proposals,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,,N0002426R4412,a2754a346613496faad9d35c70e8d25f,https://sam.gov/workspace/contract/opp/a2754a346613496faad9d35c70e8d25f/view,naics_336611
VESSEL,yes,Solicitation,2026-06-12,2026-07-22,FAS-33 Overhaul,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J019,,N6264926Q0373,6eeae45b44e9427f9912138de16e8a62,https://sam.gov/workspace/contract/opp/6eeae45b44e9427f9912138de16e8a62/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-08,2026-07-24,USS RUSHMORE(LSD-47) WATER CONTROL VALVE;REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926R0046,e8fab862846c4304bbe26ab41d5a3faa,https://sam.gov/workspace/contract/opp/e8fab862846c4304bbe26ab41d5a3faa/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-08,2026-07-24,USS RUSHMORE (LSD-47) 7C1 VEHICLE LASHING SOCKET IN WELL DECK; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264926R0045,ad593c69844248508aa6a17f396241f7,https://sam.gov/workspace/contract/opp/ad593c69844248508aa6a17f396241f7/view,naics_336611
VESSEL,yes,Solicitation,2026-05-28,2026-07-29,USS RUSHMORE (LSD-47) 7C1 SRA 57pkg,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLC YOKOSUKA SASEBO OFFICE,336611,J999,NONE,N6264926R0011,78f865b398ed4db9a143d0f47f058b04,https://sam.gov/workspace/contract/opp/78f865b398ed4db9a143d0f47f058b04/view,naics_336611
VESSEL,yes,Solicitation,2026-05-11,2026-07-31,"20--CYLINDER,DUPLEX",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336611,2090,,N0010426QYA76,c9081104c81f47e89901678140f9d479,https://sam.gov/workspace/contract/opp/c9081104c81f47e89901678140f9d479/view,naics_336611
VESSEL,yes,Special Notice,2026-05-28,2026-07-31,FY27 Portland District Dredge Vessel MSRA,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST PORTLAND,336611,J999,,W9127N26B1BS9,3421c3884ad9407090f803664dd41773,https://sam.gov/workspace/contract/opp/3421c3884ad9407090f803664dd41773/view,naics_336611;title_vessel
VESSEL,yes,Solicitation,2026-01-19,2026-08-05,"TUBE,PERISCOPE",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH,336612,2040,,N0010426QFB48,ddd28270d68b43f5b312ea5244fe5118,https://sam.gov/workspace/contract/opp/ddd28270d68b43f5b312ea5244fe5118/view,naics_336612
VESSEL,yes,Solicitation,2025-09-23,2026-10-17,"USS BLUE RIDGE 5C1 DSRA TYCOM 7 (YOKOSUKA, JAPAN)",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264925RA059-0008,15f7f01b894842edaf1116515773824e,https://sam.gov/workspace/contract/opp/15f7f01b894842edaf1116515773824e/view,naics_336611
VESSEL,yes,Sources Sought,2025-10-20,2026-11-05,USCGC REEF SHARK DD FY26,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 1(00080)",336611,J999,,70Z08026RSHARK,30b281101a4b452f8c41da8bdffcea42,https://sam.gov/workspace/contract/opp/30b281101a4b452f8c41da8bdffcea42/view,naics_336611
VESSEL,yes,Presolicitation,2026-03-12,2026-12-01,Announcement for Upcoming 2027 NSRP R&D Project Solicitations,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,AC31,NONE,NSRP-RA-27_PP-27,ad341a18beeb4bdfac9cc3424200fad5,https://sam.gov/workspace/contract/opp/ad341a18beeb4bdfac9cc3424200fad5/view,naics_336611
VESSEL,yes,Solicitation,2026-04-15,2026-12-01,Announcement for Upcoming 2027 NSRP R&D Project Solicitations,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,AC31,NONE,NSRP-RA-27,842bc2f113cf4e7e91e2cb3514b35e60,https://sam.gov/workspace/contract/opp/842bc2f113cf4e7e91e2cb3514b35e60/view,naics_336611
VESSEL,yes,Solicitation,2026-05-19,2026-12-01,Announcement for Upcoming 2027 NSRP Panel Project Solicitation,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,AC31,NONE,NSRP-PP-27,2fa99dc981ad4d65a2a78c18023e2125,https://sam.gov/workspace/contract/opp/2fa99dc981ad4d65a2a78c18023e2125/view,naics_336611
VESSEL,yes,Solicitation,2025-12-15,2026-12-16,Bravo Dive Boat 65DS1101,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA SHIPYARD.PUGET SOUND NAVAL SHIPYARD IMF,336611,J019,SBA,N4523A26Q1110,5e019b090a3647d8856e0e845dbc5f32,https://sam.gov/workspace/contract/opp/5e019b090a3647d8856e0e845dbc5f32/view,naics_336611;title_boat
VESSEL,yes,Presolicitation,2025-12-03,2026-12-19,J999 Machine Lower Bearing Staves of Rudder Service,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC PUGET SOUND.NAVSUP FLT LOG CTR PUGET SOUND,336611,J999,SBA,N0040626Q0019,9c6cb34d691c4a36a42e2b5a736c7d52,https://sam.gov/workspace/contract/opp/9c6cb34d691c4a36a42e2b5a736c7d52/view,naics_336611
VESSEL,yes,Solicitation,2025-12-10,2026-12-19,"ACTUATOR,GOVERNOR","HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 2(00085)",336611,2990,NONE,70Z08526Q39002B00,c2c828ffaf9848a1a975736420ad55cf,https://sam.gov/workspace/contract/opp/c2c828ffaf9848a1a975736420ad55cf/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2025-12-18,2026-12-26,FM 200,"HOMELAND SECURITY, DEPARTMENT OF.US COAST GUARD.SFLC PROCUREMENT BRANCH 3(00040)",336611,J020,SBA,52000PR260001597,786ce53900aa48ea860e2073873c398a,https://sam.gov/workspace/contract/opp/786ce53900aa48ea860e2073873c398a/view,naics_336611
VESSEL,yes,Presolicitation,2026-04-01,2027-04-16,"USS SHOUP (DDG 86) SRA 7C1, Bundle 1",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,NONE,N6264927RA001PS,f4f12f5e8ae1466495a068cbd366e251,https://sam.gov/workspace/contract/opp/f4f12f5e8ae1466495a068cbd366e251/view,naics_336611
VESSEL,yes,Combined Synopsis/Solicitation,2026-06-12,2028-02-06,RESEARCH AND DEVELOPMENT OF NAVAL POWER AND ENERGY SYSTEMS (N00024-19-R-4145 Broad Agency Announcement (BAA)),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,335311,1905,,N00024-19-R4145,a3f3bb4848924b4d8ec3363d0a1102d5,https://sam.gov/workspace/contract/opp/a3f3bb4848924b4d8ec3363d0a1102d5/view,psc_1905
VESSEL,yes,Special Notice,2025-09-06,,Notice of Intent to Sole Source - Secure Brow System Mid-Brow Doors,DEPT OF DEFENSE.DEFENSE THREAT REDUCTION AGENCY (DTRA).DEFENSE THREAT REDUCTION AGENCY,336611,5410,,HDTRA125RE062,a6d5238e80fd4b8a9d2964fe943c118d,https://sam.gov/workspace/contract/opp/a6d5238e80fd4b8a9d2964fe943c118d/view,naics_336611
VESSEL,yes,Presolicitation,2025-12-11,,USNS HENRY J. KAISER FY 27 ROH/DD,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,NONE,N3220526R6024,e3ecaf893ac1411c807f4928975bde39,https://sam.gov/workspace/contract/opp/e3ecaf893ac1411c807f4928975bde39/view,naics_336611
VESSEL,yes,Presolicitation,2026-03-12,,USNS LARAMIE (T-AO 203) MTA,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R6058,3dca75b8652843a2bbb6fc9539462020,https://sam.gov/workspace/contract/opp/3dca75b8652843a2bbb6fc9539462020/view,naics_336611
VESSEL,yes,Special Notice,2026-03-23,,"Notice of Revised Estimated Award Schedule for CNO Availability Contracts (WTA, SAN, TRX)",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,,,N00024-26-SN-4401,eae81149664e4a3d9d765e22f1b220b4,https://sam.gov/workspace/contract/opp/eae81149664e4a3d9d765e22f1b220b4/view,naics_336611
VESSEL,yes,Presolicitation,2026-04-07,,USNS LEROY GRUMMAN FY27 ROH/DD Pre-Solicitation Notice,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R0027,c47833c8110e45ae814a1b8a06c78311,https://sam.gov/workspace/contract/opp/c47833c8110e45ae814a1b8a06c78311/view,naics_336611
VESSEL,yes,Presolicitation,2026-04-14,,USNS OSCAR V. PETERSON FY 27 Mid-Term Availability,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R6078,d7ef2bd7c7314f54826b4552392896fb,https://sam.gov/workspace/contract/opp/d7ef2bd7c7314f54826b4552392896fb/view,naics_336611
VESSEL,yes,Presolicitation,2026-05-28,,Submarine Rescue Operations Maintenance Contractor (SROMC) ,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,,N0002427R4302,43bb74eb3d9748a0967cc99903cb061a,https://sam.gov/workspace/contract/opp/43bb74eb3d9748a0967cc99903cb061a/view,naics_336611;psc_1905
VESSEL,yes,Presolicitation,2026-05-31,,LPD-18 DECK INSIDE COAMING FOR ASW DUPLEX STRAINER; PRESERVE DECK INSIDE COAMING FOR LPAC NO.2; PRESERVE/,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0336,feda1fa6eeb445379c04bf9529af5946,https://sam.gov/workspace/contract/opp/feda1fa6eeb445379c04bf9529af5946/view,naics_336611
VESSEL,yes,Presolicitation,2026-05-31,,LPD-18 VENTILATION DUCT FOR SS-31 AND ES-92; REPLACE,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0335,e0602392291c49d8a88e51871b031849,https://sam.gov/workspace/contract/opp/e0602392291c49d8a88e51871b031849/view,naics_336611
VESSEL,yes,Presolicitation,2026-05-31,,"LPD-18 VENTILATION FAN MOTOR ASSEMBLY (TPSS-3, TPSS 03-58-1); REPAIR",DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP GLOBAL LOGISTICS SUPPORT.NAVSUP FLC YOKOSUKA.NAVSUP FLT LOG CTR  YOKOSUKA,336611,J999,,N6264926Q0334,909774fd1af9459191014bc345658842,https://sam.gov/workspace/contract/opp/909774fd1af9459191014bc345658842/view,naics_336611
VESSEL,yes,Special Notice,2026-06-08,,Submarine Rescue Operations Maintenance Contractor (SROMC) ,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,1905,,N0002427R4302,621cfa4b82cb4d99926dfae0becf6b4a,https://sam.gov/workspace/contract/opp/621cfa4b82cb4d99926dfae0becf6b4a/view,naics_336611;psc_1905
VESSEL,yes,Presolicitation,2026-06-09,,USNS PATUXENT (T-AO 201) FY27 Mid-Term Availability,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R6002,b6dba884249a4479ba6361bf39b77d30,https://sam.gov/workspace/contract/opp/b6dba884249a4479ba6361bf39b77d30/view,naics_336611
VESSEL,yes,Presolicitation,2026-06-12,,USNS CODY Mid-Term Availability,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526R6104,8af150443c5d4741b01678822c5ca9a4,https://sam.gov/workspace/contract/opp/8af150443c5d4741b01678822c5ca9a4/view,naics_336611
VESSEL,no,Award Notice,2026-06-09,2026-06-09,Multiple Award Schedule,GENERAL SERVICES ADMINISTRATION.FEDERAL ACQUISITION SERVICE.GSA/FAS FURNITURE SYSTEMS MGT DIV,336612,99,,47QSMD20R0001,5a7134f5bd274a28b790508a3ab8526a,https://sam.gov/workspace/contract/opp/5a7134f5bd274a28b790508a3ab8526a/view,naics_336612
VESSEL,no,Award Notice,2025-09-04,,"USNS ROBERT E. SIMANEK, PSA",DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,,N3220525R4083,384350f72da54675bb43854f520aadac,https://sam.gov/workspace/contract/opp/384350f72da54675bb43854f520aadac/view,naics_336611
VESSEL,no,Award Notice,2025-09-04,,"USNS ROBERT E. SIMANEK, PSA",DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,,N3220525R4083,2831d243dd6d4152a34f5baa0f751539,https://sam.gov/workspace/contract/opp/2831d243dd6d4152a34f5baa0f751539/view,naics_336611
VESSEL,no,Award Notice,2025-09-12,,USNS MATTHEW PERRY (T-AKE 9) lay berth and ship repair,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J999,,N3220525C4039,1ce3626ae11c4a04b464ac00676480de,https://sam.gov/workspace/contract/opp/1ce3626ae11c4a04b464ac00676480de/view,naics_336611
VESSEL,no,Award Notice,2025-10-30,,N3904025C0008 - SSTG Field Service Labor,DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA SHIPYARD.PORTSMOUTH NAVAL SHIPYARD GF,336611,2830,,N3904025C0008,23c3424a8f0846cdae65788417aaa552,https://sam.gov/workspace/contract/opp/23c3424a8f0846cdae65788417aaa552/view,naics_336611
VESSEL,no,Award Notice,2025-12-19,,USS KANSAS CITY (LCS 22) FY26 Docking Selected Restricted Availability (DSRA),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,,N0002426C4408,c6b983e9f0fc41c095a296a87c805a3f,https://sam.gov/workspace/contract/opp/c6b983e9f0fc41c095a296a87c805a3f/view,naics_336611
VESSEL,no,Award Notice,2025-12-19,,USS STOCKDALE (DDG 106) FY26 Docking Selected Restricted Availability (DSRA),DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSEA.NAVSEA HQ.NAVSEA HQ,336611,J999,,N0002426C4409,17a1ef724f354af6a7d676fa2c7243c4,https://sam.gov/workspace/contract/opp/17a1ef724f354af6a7d676fa2c7243c4/view,naics_336611
VESSEL,no,Award Notice,2026-01-05,,FY26 USNS JOHN ERICSSON DEACTIVATION,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,,N3220525R6014,0f1a82c921534e4d8b6b0b5682c965c2,https://sam.gov/workspace/contract/opp/0f1a82c921534e4d8b6b0b5682c965c2/view,naics_336611
VESSEL,no,Award Notice,2026-01-23,,USNS LEROY GRUMMAN (T-AO 195) FY26 MTA,DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK,336611,J998,SBA,N3220526C0005,59f255dec59a41ff9d754d044835f141,https://sam.gov/workspace/contract/opp/59f255dec59a41ff9d754d044835f141/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 2 OCONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,,W912CH25RA006,f7958519a64348b0a60dfd46c7ce10da,https://sam.gov/workspace/contract/opp/f7958519a64348b0a60dfd46c7ce10da/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 1 CONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,SBP,W912CH25RA005,d8fdc103a2b445aa92b157d0986d9a90,https://sam.gov/workspace/contract/opp/d8fdc103a2b445aa92b157d0986d9a90/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 1 CONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,SBP,W912CH25RA005,d3c5db9a1a304da3a6d3ea3ce9882c82,https://sam.gov/workspace/contract/opp/d3c5db9a1a304da3a6d3ea3ce9882c82/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 2 OCONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,,W912CH25RA006,cf7026c34fee4cf8ac1b426aa1c6ca67,https://sam.gov/workspace/contract/opp/cf7026c34fee4cf8ac1b426aa1c6ca67/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 2 OCONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,,W912CH25RA006,ca87448a78254afaab2153c2469bf8ee,https://sam.gov/workspace/contract/opp/ca87448a78254afaab2153c2469bf8ee/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 1 CONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,SBP,W912CH25RA005,c825b3cf07b84fb2a4d7a485d9b84e27,https://sam.gov/workspace/contract/opp/c825b3cf07b84fb2a4d7a485d9b84e27/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 1 CONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,SBP,W912CH25RA005,c2d623b557a046b3b73ca3ce51e1fd02,https://sam.gov/workspace/contract/opp/c2d623b557a046b3b73ca3ce51e1fd02/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 1 CONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,SBP,W912CH25RA005,b9b7e8309faa470895c1169a4c0c1935,https://sam.gov/workspace/contract/opp/b9b7e8309faa470895c1169a4c0c1935/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 2 OCONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,,W912CH25RA006,afbbd14bfcdf42988cb59e237b44f0b5,https://sam.gov/workspace/contract/opp/afbbd14bfcdf42988cb59e237b44f0b5/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 2 OCONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,,W912CH25RA006,9dbfc32e3e4242bfa5a24c50675ca353,https://sam.gov/workspace/contract/opp/9dbfc32e3e4242bfa5a24c50675ca353/view,naics_336611
VESSEL,no,Award Notice,2026-01-29,,Army Watercraft Sustainment Maintenance (AWSM) Program Zone 2 OCONUS (AWARD NOTICE),DEPT OF DEFENSE.DEPT OF THE ARMY.AMC.ACC.ACC-CTRS.ACC-DTA.W6QK ACC- DTA,336611,J019,,W912CH25RA006,99987da7c53c41a6bb0570a0a6aba40d,https://sam.gov/workspace/contract/opp/99987da7c53c41a6bb0570a0a6aba40d/view,naics_336611
