parent,psc,desc,net,breadth,n_years,span,latest_end,idv
Data Link Solutions,5825,"RADIO NAVIGATION EQUIPMENT, EX",3495107.0,1,1,0,2024,0
Federal Resources,D302,IT AND TELECOM- SYSTEMS DEVELO,3490898.05,1,1,0,2015,0
Countertrade Products,7030,INFORMATION TECHNOLOGY SOFTWAR,3489417.24,2,2,3,2023,0
Bsc,L014,TECHNICAL REPRESENTATIVE- GUID,3472171.67,1,1,0,2020,0
Tricom Research,5996,AMPLIFIERS,3468469.9,1,1,0,2018,0
Cykor,5810,COMMUNICATIONS SECURITY EQUIPM,3461399.97,2,1,0,2020,0
Moog,6605,NAVIGATIONAL INSTRUMENTS,3457069.3400000003,5,3,2,2019,0
Cci Capco,1377,CARTRIDGE AND PROPELLANT ACTUA,3450371.5,5,4,5,2026,0
Katmai Technical Services,R425,SUPPORT- PROFESSIONAL: ENGINEE,3449749.74,1,1,0,2028,0
Creative Business Solutions,DG01,IT AND TELECOM - NETWORK SUPPO,3441869.7,1,1,0,2026,0
Delex,6920,ARMAMENT TRAINING DEVICES,3438903.01,5,3,2,2018,0
Sechan Electronics,7G20,IT AND TELECOM - NETWORK: ANAL,3436872.0,1,1,0,2026,0
Microtechnologies,5895,MISCELLANEOUS COMMUNICATION EQ,3435243.9800000004,2,2,1,2019,0
Maritime Surveillance Associates,AC12,NATIONAL DEFENSE R&D SERVICES;,3432319.99,2,2,4,2029,0
Kevadiya,R425,SUPPORT- PROFESSIONAL: ENGINEE,3432040.0,1,1,0,2022,0
Universal Consulting Services,D399,IT AND TELECOM- OTHER IT AND T,3431324.5300000003,2,2,3,2014,0
Blue Tech,7030,INFORMATION TECHNOLOGY SOFTWAR,3428772.33,5,4,6,2021,0
Pole Zero,7G20,IT AND TELECOM - NETWORK: ANAL,3424464.0,1,1,0,2026,0
Microtechnologies,D399,IT AND TELECOM- OTHER IT AND T,3420927.28,1,1,0,2015,0
Tai Engineers,1905,COMBAT SHIPS AND LANDING VESSE,3405995.0,1,1,0,2023,0
Globecomm,7G20,IT AND TELECOM - NETWORK: ANAL,3387002.0,1,1,0,2025,0
Shi International,7H20,IT AND TELECOM - PLATFORM PROD,3383689.92,1,1,0,2026,0
United Electronic Industries Services,7030,INFORMATION TECHNOLOGY SOFTWAR,3369960.0,6,4,4,2020,0
New Tech Solutions,7025,INFORMATION TECHNOLOGY INPUT/O,3359630.77,1,1,0,2019,0
Wakelight,D399,IT AND TELECOM- OTHER IT AND T,3353819.94,2,2,2,2016,0
Pole Zero,1680,MISCELLANEOUS AIRCRAFT ACCESSO,3353363.8,1,1,0,2024,0
Vulcan Wireless,5895,MISCELLANEOUS COMMUNICATION EQ,3342598.4,1,1,0,2024,0
Protech Global Solutions L L C,D399,IT AND TELECOM- OTHER IT AND T,3322493.18,1,1,0,2015,0
BAE Systems,7K20,IT AND TELECOM - STORAGE PRODU,3309497.67,1,1,0,2022,0
Carefx,7030,INFORMATION TECHNOLOGY SOFTWAR,3299600.0,1,1,0,2016,0
Nammo Raufoss As,1330,GRENADES,3290146.56,1,1,0,2022,0
Metron,AJ45,R&D- GENERAL SCIENCE/TECHNOLOG,3286005.6799999997,3,2,1,2020,0
Advanced Computer Concepts,5855,"NIGHT VISION EQUIPMENT, EMITTE",3277901.23,1,1,0,2019,0
August Schell Enterprises,D319,IT AND TELECOM- ANNUAL SOFTWAR,3268433.88,5,3,2,2021,0
Integrated Support,7030,INFORMATION TECHNOLOGY SOFTWAR,3254971.79,2,2,1,2024,0
Methods Solutions,D302,IT AND TELECOM- SYSTEMS DEVELO,3253496.83,1,1,0,2015,0
Metocean Data Limited,5895,MISCELLANEOUS COMMUNICATION EQ,3240000.0,1,1,0,2020,0
Johnson Controls Security Solutions,D399,IT AND TELECOM- OTHER IT AND T,3233898.0,1,1,0,2019,0
Derbyshire Machine Tool,2040,MARINE HARDWARE AND HULL ITEMS,3220944.0,1,1,0,2027,0
J W Marine Equipment,1940,SMALL CRAFT,3208334.29,1,1,0,2013,0
Micro Focus,7030,INFORMATION TECHNOLOGY SOFTWAR,3200000.0,1,1,0,2017,0
Fender Care Limited,2090,MISCELLANEOUS SHIP AND MARINE ,3186040.0,6,3,2,2017,0
Defense Maritime Solutions,2090,MISCELLANEOUS SHIP AND MARINE ,3182038.8000000007,13,5,15,2026,0
Tkms Atlas North America,5845,UNDERWATER SOUND EQUIPMENT,3181521.37,5,4,3,2026,0
P R Water Taxi,1990,MISCELLANEOUS VESSELS,3180121.0,1,1,0,2017,0
Southwest Research Institute,5985,"ANTENNAS, WAVEGUIDES, AND RELA",3175382.4,1,1,0,2026,0
G S E Dynamics,5810,COMMUNICATIONS SECURITY EQUIPM,3162407.3200000008,22,5,4,2020,0
I Assure L L C,D399,IT AND TELECOM- OTHER IT AND T,3152000.0,1,1,0,2018,0
Andromeda,7010,INFORMATION TECHNOLOGY EQUIPME,3147421.75,1,1,0,2015,0
Nal Research,5820,RADIO AND TELEVISION COMMUNICA,3144591.75,4,4,4,2020,0
Methods Solutions,D307,IT AND TELECOM- IT STRATEGY AN,3128467.89,1,1,0,2016,0
L3Harris,H999,OTHER QC/TEST/INSPECT- MISCELL,3124789.0,1,1,0,2016,0
Werlatone,5895,MISCELLANEOUS COMMUNICATION EQ,3122144.0,4,3,6,2024,0
Mythics,D399,IT AND TELECOM- OTHER IT AND T,3117220.05,1,1,0,2022,0
Siltek,R409,PROGRAM REVIEW/DEVELOPMENT SER,3116032.82,1,1,0,2016,0
Uptodate,7030,INFORMATION TECHNOLOGY SOFTWAR,3110948.5,1,1,0,2017,0
Boston Engineering,2090,MISCELLANEOUS SHIP AND MARINE ,3110406.0,1,1,0,2020,0
Gardner,5836,VIDEO RECORDING AND REPRODUCIN,3103805.94,1,1,0,2025,0
Canadian Commercial,6605,NAVIGATIONAL INSTRUMENTS,3097132.99,9,7,10,2026,0
Tri Force Consulting Services,D399,IT AND TELECOM- OTHER IT AND T,3091549.62,1,1,0,2015,0
H2 Performance Consulting,D306,IT AND TELECOM- SYSTEMS ANALYS,3080718.4799999995,3,2,1,2019,0
Viasat,5820,RADIO AND TELEVISION COMMUNICA,3065372.0,2,2,1,2020,0
Rafael Advanced Defense,1425,"GUIDED MISSILE SYSTEMS, COMPLE",3060000.0,1,1,0,2020,0
Briartek,5820,RADIO AND TELEVISION COMMUNICA,3044370.54,3,2,1,2025,0
Williams International L L C,R410,SUPPORT- PROFESSIONAL: PROGRAM,3042035.72,1,1,0,2025,0
Advanced Computer Concepts,5865,"ELECTRONIC COUNTERMEASURES, CO",3031919.63,1,1,0,2027,0
Halfaker And Associates,D399,IT AND TELECOM- OTHER IT AND T,3025861.03,1,1,0,2018,0
Netiq,7030,INFORMATION TECHNOLOGY SOFTWAR,3012819.4899999998,2,2,1,2017,0
Wildflower International,5820,RADIO AND TELEVISION COMMUNICA,2997450.64,2,1,0,2019,0
L3,5996,AMPLIFIERS,2989842.2,1,1,0,2017,0
International Business Machines,7025,INFORMATION TECHNOLOGY INPUT/O,2989309.4000000004,2,2,1,2016,0
Rollout,D399,IT AND TELECOM- OTHER IT AND T,2982334.53,1,1,0,2015,0
Software Information Resource,7030,INFORMATION TECHNOLOGY SOFTWAR,2979194.7900000005,4,3,5,2021,0
Northrop Grumman,7G22,IT AND TELECOM - NETWORK: SATE,2961791.2,1,1,0,2027,0
Sea Lect Plastic,1450,GUIDED MISSILE HANDLING AND SE,2961598.6,1,1,0,2016,0
Jin,D302,IT AND TELECOM- SYSTEMS DEVELO,2959652.16,1,1,0,2020,0
The Molding,6920,ARMAMENT TRAINING DEVICES,2954739.48,4,3,5,2019,0
Falmouth Scientific,5845,UNDERWATER SOUND EQUIPMENT,2953275.0,8,4,3,2027,0
Paragon Micro,5810,COMMUNICATIONS SECURITY EQUIPM,2947336.3899999997,21,5,4,2026,0
Safran Defense Space,5895,MISCELLANEOUS COMMUNICATION EQ,2933489.1799999997,4,2,1,2016,0
Apollo Information,7C20,IT AND TELECOM - DATA CENTER P,2925990.72,3,1,0,2022,0
Serco,AC65,R&D- DEFENSE SYSTEM: ELECTRONI,2914321.26,1,1,0,2021,0
Knudsen,2090,MISCELLANEOUS SHIP AND MARINE ,2901088.65,7,3,2,2016,0
Four,DA10,IT AND TELECOM - BUSINESS APPL,2898489.9499999997,2,2,1,2026,0
Osum Solutions,D302,IT AND TELECOM- SYSTEMS DEVELO,2896876.75,1,1,0,2015,0
Ruta Supplies,6605,NAVIGATIONAL INSTRUMENTS,2890842.1999999997,3,2,2,2027,0
Seneca Telecommunications,5820,RADIO AND TELEVISION COMMUNICA,2881696.91,1,1,0,2019,0
Teledyne Reson,5845,UNDERWATER SOUND EQUIPMENT,2881247.27,1,1,0,2011,0
Securityhunter,M1AA,OPERATION OF OFFICE BUILDINGS,2877793.62,1,1,0,2021,0
Pacific Scientific Energetic Materials California,1356,"TORPEDOS AND COMPONENTS, EXPLO",2877715.0,2,2,3,2025,0
Unistar Sparco Computers,7010,INFORMATION TECHNOLOGY EQUIPME,2858985.54,1,1,0,2019,0
Trace3 Government,5820,RADIO AND TELEVISION COMMUNICA,2853589.73,1,1,0,2017,0
Nu Waves,5865,"ELECTRONIC COUNTERMEASURES, CO",2852684.56,1,1,0,2022,0
Terex,2090,MISCELLANEOUS SHIP AND MARINE ,2850986.73,2,1,0,2025,0
Schneider Electric Federal,DG10,IT AND TELECOM - NETWORK AS A ,2847197.0,1,1,0,2026,0
Hii Mission Driven Innovative Government Solutions,R414,SYSTEMS ENGINEERING SERVICES,2846459.05,1,1,0,2013,0
The Mathworks,7K20,IT AND TELECOM - STORAGE PRODU,2846210.0,3,3,2,2023,0
Ilsc L C,R425,SUPPORT- PROFESSIONAL: ENGINEE,2841686.35,1,1,0,2012,0
Action Manufacturing,1390,FUZES AND PRIMERS,2833433.5,1,1,0,2015,0
Stryder,DA10,IT AND TELECOM - BUSINESS APPL,2809080.0,1,1,0,2026,0
Ampex Data,1680,MISCELLANEOUS AIRCRAFT ACCESSO,2807500.2,1,1,0,2025,0
Orbital Sciences,R499,SUPPORT- PROFESSIONAL: OTHER,2801585.97,1,1,0,2016,0
Dlh,5820,RADIO AND TELEVISION COMMUNICA,2797927.72,1,1,0,2026,0
Life Cycle Engineering,R408,SUPPORT- PROFESSIONAL: PROGRAM,2793470.15,1,1,0,2018,0
Cerner,D302,IT AND TELECOM- SYSTEMS DEVELO,2790829.0,1,1,0,2016,0
Channel,5845,UNDERWATER SOUND EQUIPMENT,2785391.0,4,3,3,2016,0
Agile Defense,D399,IT AND TELECOM- OTHER IT AND T,2779786.23,2,2,1,2024,0
Gravois Aluminum Boats,1930,"BARGES AND LIGHTERS, CARGO",2779505.99,2,2,1,2019,0
Frequentis Defense,5830,INTERCOMMUNICATION AND PUBLIC ,2774460.15,1,1,0,2024,0
3 Reasons Consulting,DE01,IT and Telecom - End User: Hel,2769455.68,1,1,0,2026,0
L3,5999,MISCELLANEOUS ELECTRICAL AND E,2766940.08,1,1,0,2019,0
Foster Miller,5895,MISCELLANEOUS COMMUNICATION EQ,2765430.5999999996,4,3,6,2020,0
Ispa,7C20,IT AND TELECOM - DATA CENTER P,2728007.15,1,1,0,2026,0
Blue Tech,5820,RADIO AND TELEVISION COMMUNICA,2727514.96,4,1,0,2017,0
Donnell,7030,INFORMATION TECHNOLOGY SOFTWAR,2723530.04,1,1,0,2012,0
Eps,5342,"HARDWARE, WEAPON SYSTEM",2718138.42,3,1,0,2020,0
Tribalco,5825,"RADIO NAVIGATION EQUIPMENT, EX",2708649.94,1,1,0,2014,0
Mission Davenport,1510,"AIRCRAFT, FIXED WING",2702697.45,1,1,0,2019,0
Huntington Ingalls,5865,"ELECTRONIC COUNTERMEASURES, CO",2699543.69,1,1,0,2013,0
Dlt Solutions,D399,IT AND TELECOM- OTHER IT AND T,2662073.91,2,2,2,2021,0
Affigent,5895,MISCELLANEOUS COMMUNICATION EQ,2652571.0,1,1,0,2010,0
Open Text,7030,INFORMATION TECHNOLOGY SOFTWAR,2635954.6799999997,2,2,2,2023,0
Viasat,1680,MISCELLANEOUS AIRCRAFT ACCESSO,2634885.0,1,1,0,2021,0
Gravois Aluminum Boats,1915,CARGO AND TANKER VESSELS,2632133.56,4,3,3,2018,0
Wsi,7030,INFORMATION TECHNOLOGY SOFTWAR,2630580.0,1,1,0,2017,0
Asi Government,3590,MISCELLANEOUS SERVICE AND TRAD,2625070.0,1,1,0,2017,0
L3,2040,MARINE HARDWARE AND HULL ITEMS,2622105.66,5,5,8,2028,0
Sprout,7A20,IT AND TELECOM - APPLICATION D,2605807.0,1,1,0,2025,0
L3Harris,5985,"ANTENNAS, WAVEGUIDES, AND RELA",2605677.19,1,1,0,2018,0
The Molding,1940,SMALL CRAFT,2604118.79,4,2,1,2026,0
Dell Marketing L P,7A21,IT AND TELECOM - BUSINESS APPL,2597688.4600000004,3,2,1,2024,0
Trace3 Government,5865,"ELECTRONIC COUNTERMEASURES, CO",2595711.65,2,2,2,2017,0
Stauder Consulting,D319,IT AND TELECOM- ANNUAL SOFTWAR,2590176.6,2,2,1,2016,0
Vsolvit,D308,IT AND TELECOM- PROGRAMMING,2578457.16,1,1,0,2019,0
RTX,7025,INFORMATION TECHNOLOGY INPUT/O,2573024.4,1,1,0,2017,0
Stargates,D399,IT AND TELECOM- OTHER IT AND T,2571626.88,1,1,0,2024,0
Jeppesen Foreflight,DA10,IT AND TELECOM - BUSINESS APPL,2569813.63,1,1,0,2022,0
Ec America,7030,INFORMATION TECHNOLOGY SOFTWAR,2568090.15,5,4,3,2021,0
Trimble Military And Advanced,6605,NAVIGATIONAL INSTRUMENTS,2557900.0,6,3,2,2017,0
New Tech Solutions,7050,INFORMATION TECHNOLOGY COMPONE,2557423.46,1,1,0,2019,0
U S A Spares,2040,MARINE HARDWARE AND HULL ITEMS,2556699.88,3,2,2,2028,0
Isoft Solutions,5805,TELEPHONE AND TELEGRAPH EQUIPM,2555128.3,1,1,0,2017,0
Raydar,5895,MISCELLANEOUS COMMUNICATION EQ,2552957.14,1,1,0,2018,0
Edge Distributors,5820,RADIO AND TELEVISION COMMUNICA,2540221.8,7,5,5,2022,0
Hydroacoustics,5845,UNDERWATER SOUND EQUIPMENT,2522532.0,2,2,1,2021,0
Advanced Simulation,7035,INFORMATION TECHNOLOGY SUPPORT,2512168.0,1,1,0,2017,0
Trigent Solutions,DA01,IT AND TELECOM - BUSINESS APPL,2506207.75,1,1,0,2025,0
Caes,5895,MISCELLANEOUS COMMUNICATION EQ,2499255.0,1,1,0,2027,0
Alliantcorps,D399,IT AND TELECOM- OTHER IT AND T,2489007.0,1,1,0,2021,0
Professional Associates,7030,INFORMATION TECHNOLOGY SOFTWAR,2484909.7199999997,4,4,6,2021,0
Oceaneering International,2090,MISCELLANEOUS SHIP AND MARINE ,2479795.2,1,1,0,2022,0
Metron,D399,IT AND TELECOM- OTHER IT AND T,2473123.45,2,1,0,2015,0
Drs Advanced Isr,7G20,IT AND TELECOM - NETWORK: ANAL,2470539.0,1,1,0,2021,0
Aeg,5810,COMMUNICATIONS SECURITY EQUIPM,2459251.8400000003,7,6,10,2025,0
BAE Systems,7E20,IT and Telecom - End User: Hel,2437595.26,1,1,0,2023,0
Peraton,R499,SUPPORT- PROFESSIONAL: OTHER,2419331.17,1,1,0,2016,0
Marotta Controls,4820,"VALVES, NONPOWERED",2410295.0,1,1,0,2028,0
Sci,5810,COMMUNICATIONS SECURITY EQUIPM,2405925.0,3,3,3,2026,0
Stellant,5865,"ELECTRONIC COUNTERMEASURES, CO",2392800.0,4,2,1,2018,0
Davenport Aviation,5826,"RADIO NAVIGATION EQUIPMENT, AI",2379601.28,2,2,2,2018,0
Clancyjg International,D399,IT AND TELECOM- OTHER IT AND T,2379462.34,1,1,0,2023,0
Frontier Electronic,5895,MISCELLANEOUS COMMUNICATION EQ,2376055.0,4,3,4,2021,0
Swets Information Services,7030,INFORMATION TECHNOLOGY SOFTWAR,2373344.21,1,1,0,2014,0
Westwind Computer Products,7030,INFORMATION TECHNOLOGY SOFTWAR,2363680.39,1,1,0,2021,0
Stacked L L C,D302,IT AND TELECOM- SYSTEMS DEVELO,2356954.62,3,3,2,2016,0
Watershed Security,D399,IT AND TELECOM- OTHER IT AND T,2351317.6,2,2,1,2024,0
M2,7030,INFORMATION TECHNOLOGY SOFTWAR,2348372.37,4,2,2,2019,0
Hexagon Federal,7030,INFORMATION TECHNOLOGY SOFTWAR,2344094.55,2,2,3,2023,0
Ultralife,5895,MISCELLANEOUS COMMUNICATION EQ,2337213.7,2,2,2,2019,0
Btp,J058,MAINT/REPAIR/REBUILD OF EQUIPM,2330595.35,1,1,0,2015,0
Imagine One Stracon Venture,5810,COMMUNICATIONS SECURITY EQUIPM,2321782.35,1,1,0,2019,0
The Mathworks,W070,LEASE OR RENTAL OF EQUIPMENT- ,2315814.0,2,2,1,2021,0
The Keyw,7030,INFORMATION TECHNOLOGY SOFTWAR,2306852.0,4,3,2,2020,0
B E Aerospace,2090,MISCELLANEOUS SHIP AND MARINE ,2306236.54,2,2,4,2020,0
Cabras Marine,1905,COMBAT SHIPS AND LANDING VESSE,2301873.71,1,1,0,2015,0
Amp United,1905,COMBAT SHIPS AND LANDING VESSE,2300300.0,1,1,0,2021,0
Trelleborg Marine North America,2090,MISCELLANEOUS SHIP AND MARINE ,2299480.0,5,2,2,2018,0
Iridium Satellite,AC63,R&D- DEFENSE SYSTEM: ELECTRONI,2298740.36,1,1,0,2023,0
Solute,AD23,R&D- DEFENSE OTHER: SERVICES (,2297821.84,1,1,0,2021,0
Firstguard,5840,"RADAR EQUIPMENT, EXCEPT AIRBOR",2295682.95,1,1,0,2017,0
Blackboard,7050,INFORMATION TECHNOLOGY COMPONE,2283616.16,1,1,0,2020,0
The Columbia,R408,SUPPORT- PROFESSIONAL: PROGRAM,2282641.57,1,1,0,2029,0
General Dynamics,2040,MARINE HARDWARE AND HULL ITEMS,2280039.0,1,1,0,2027,0
Oshean,D399,IT AND TELECOM- OTHER IT AND T,2277549.8,2,2,5,2022,0
Panamerica Computers,7030,INFORMATION TECHNOLOGY SOFTWAR,2274555.66,1,1,0,2024,0
Ds Government Solutions,7E20,IT and Telecom - End User: Hel,2269323.16,2,1,0,2023,0
Main Sail,D399,IT AND TELECOM- OTHER IT AND T,2266402.08,3,2,1,2019,0
Seneca Telecommunications,7G20,IT AND TELECOM - NETWORK: ANAL,2264546.44,1,1,0,2022,0
Ideal System Solutions,7030,INFORMATION TECHNOLOGY SOFTWAR,2258689.97,1,1,0,2021,0
Bahfed,D399,IT AND TELECOM- OTHER IT AND T,2247949.82,1,1,0,2019,0
Jet Dock,1950,FLOATING DRYDOCKS,2245124.0,1,1,0,2030,0
Gentex,5895,MISCELLANEOUS COMMUNICATION EQ,2236711.86,1,1,0,2019,0
Rockwell Automation,7A21,IT AND TELECOM - BUSINESS APPL,2230752.85,1,1,0,2021,0
Stellant,5845,UNDERWATER SOUND EQUIPMENT,2221722.0,5,4,5,2021,0
Aac,D399,IT AND TELECOM- OTHER IT AND T,2221126.72,1,1,0,2015,0
Serco,1940,SMALL CRAFT,2219886.25,3,2,1,2022,0
Comtech Satellite Network,7F20,IT AND TELECOM - IT MANAGEMENT,2215733.8,1,1,0,2025,0
Centurum Information,D399,IT AND TELECOM- OTHER IT AND T,2210812.05,2,2,3,2019,0
Bk Manufacturing,1045,"LAUNCHERS, TORPEDO AND DEPTH C",2209870.0,1,1,0,2014,0
Teledyne Flir Defense,5820,RADIO AND TELEVISION COMMUNICA,2206875.0,1,1,0,2015,0
Macrolink,5895,MISCELLANEOUS COMMUNICATION EQ,2196167.5,2,2,1,2026,0
Stauder Consulting,L012,TECHNICAL REPRESENTATIVE- FIRE,2195970.83,1,1,0,2014,0
Agovx,D304,IT AND TELECOM- TELECOMMUNICAT,2195046.46,1,1,0,2024,0
Avum,D399,IT AND TELECOM- OTHER IT AND T,2189229.37,1,1,0,2021,0
Epoch Concepts,7030,INFORMATION TECHNOLOGY SOFTWAR,2171071.37,3,2,1,2018,0
International Business Machines,7030,INFORMATION TECHNOLOGY SOFTWAR,2160991.1,1,1,0,2020,0
Target Media Mid Atlantic,D399,IT AND TELECOM- OTHER IT AND T,2155590.46,2,2,3,2017,0
The Board Room,5895,MISCELLANEOUS COMMUNICATION EQ,2153564.01,2,2,5,2021,0
Manada,DA01,IT AND TELECOM - BUSINESS APPL,2147039.74,1,1,0,2026,0
Plexsys Interface Products,7B20,IT AND TELECOM - HIGH PERFORMA,2144367.35,2,2,1,2028,0
Newvac,5935,"CONNECTORS, ELECTRICAL",2143955.28,1,1,0,2025,0
Govsmart,5820,RADIO AND TELEVISION COMMUNICA,2142634.42,2,2,2,2025,0
Carahsoft,DA01,IT AND TELECOM - BUSINESS APPL,2138302.67,4,3,4,2026,0
Turner Strategic,5810,COMMUNICATIONS SECURITY EQUIPM,2134703.0,1,1,0,2023,0
Synchron,D399,IT AND TELECOM- OTHER IT AND T,2133450.88,1,1,0,2019,0
Rome Research,S216,HOUSEKEEPING- FACILITIES OPERA,2132983.43,1,1,0,2012,0
Boeing,5845,UNDERWATER SOUND EQUIPMENT,2127823.8899999997,6,4,3,2027,0
L3,6625,ELECTRICAL AND ELECTRONIC PROP,2122786.05,2,2,1,2027,0
Nammo Defense,1370,PYROTECHNICS,2122668.14,1,1,0,2015,0
Psi Pax,D399,IT AND TELECOM- OTHER IT AND T,2119689.29,2,2,1,2019,0
Donovan Commercial Industries,1370,PYROTECHNICS,2113363.2,3,3,3,2018,0
Nammo Defense,1340,"ROCKETS, ROCKET AMMUNITION AND",2106616.0,1,1,0,2017,0
Insight Public Sector,7A21,IT AND TELECOM - BUSINESS APPL,2106129.3200000003,4,1,0,2024,0
L3,5930,SWITCHES,2100476.02,3,2,3,2026,0
Vard Marine,1925,SPECIAL SERVICE VESSELS,2099937.0,1,1,0,2027,0
Eaglepicher,1356,"TORPEDOS AND COMPONENTS, EXPLO",2097966.0,1,1,0,2026,0
Rustici Software,7030,INFORMATION TECHNOLOGY SOFTWAR,2093821.86,2,2,3,2025,0
Fedresults,7A20,IT AND TELECOM - APPLICATION D,2091189.32,1,1,0,2024,0
Globe Composite Solutions,5845,UNDERWATER SOUND EQUIPMENT,2090755.2599999998,5,3,5,2027,0
Realization,DA01,IT AND TELECOM - BUSINESS APPL,2087243.0,1,1,0,2026,0
Excalibur,7030,INFORMATION TECHNOLOGY SOFTWAR,2082104.0,3,3,2,2021,0
Science Applications International,5895,MISCELLANEOUS COMMUNICATION EQ,2081124.85,2,2,1,2022,0
New Directions,D399,IT AND TELECOM- OTHER IT AND T,2077709.13,1,1,0,2019,0
Integrated Marine Services,J999,NON-NUCLEAR SHIP REPAIR (WEST),2076320.01,1,1,0,2006,0
Cypher Analytics,D319,IT AND TELECOM- ANNUAL SOFTWAR,2069994.54,1,1,0,2023,0
Analytics Hq,7A20,IT AND TELECOM - APPLICATION D,2058708.0,1,1,0,2027,0
Technical Support Services Jv,6910,TRAINING AIDS,2051868.71,2,2,2,2017,0
V3Gate,5820,RADIO AND TELEVISION COMMUNICA,2049044.57,1,1,0,2018,0
First Databank,7030,INFORMATION TECHNOLOGY SOFTWAR,2046932.0,1,1,0,2016,0
Govsmart,5810,COMMUNICATIONS SECURITY EQUIPM,2045726.4,9,4,4,2026,0
Saunders Engine Equipment,J020,MAINT/REPAIR/REBUILD OF EQUIPM,2045084.45,16,5,4,2017,0
Maritime Surveillance Associates,AC13,NATIONAL DEFENSE R&D SERVICES;,2037893.85,2,2,1,2025,0
Kongsberg,2090,MISCELLANEOUS SHIP AND MARINE ,2032150.45,5,2,1,2026,0
V3Gate,7435,OFFICE INFORMATION SYSTEM EQUI,2024613.36,1,1,0,2017,0
Bowhead Professional Solutions,D399,IT AND TELECOM- OTHER IT AND T,2014312.53,1,1,0,2023,0
Northrop Grumman,AC14,NATIONAL DEFENSE R&D SERVICES;,2008639.99,1,1,0,2016,0
Seasatellites,1940,SMALL CRAFT,2003513.0,1,1,0,2026,0
Peraton,7B21,IT AND TELECOM - COMPUTE: MAIN,2000000.0,1,1,0,2026,0
Science Applications International,R499,SUPPORT- PROFESSIONAL: OTHER,1998000.0,1,1,0,2018,0
Tai Engineers,1925,SPECIAL SERVICE VESSELS,1995777.0,1,1,0,2022,0
Delta Information,5895,MISCELLANEOUS COMMUNICATION EQ,1993424.0,1,1,0,2020,0
Caes Mission,5841,"RADAR EQUIPMENT, AIRBORNE",1991495.0,4,4,11,2024,0
Noblis Msd,5810,COMMUNICATIONS SECURITY EQUIPM,1990794.0299999998,7,3,2,2027,0
Strategic Communications,7030,INFORMATION TECHNOLOGY SOFTWAR,1989871.28,3,2,4,2021,0
Woods Hole Oceanographic Institution,6605,NAVIGATIONAL INSTRUMENTS,1989267.0,1,1,0,2026,0
August Schell Enterprises,DF01,IT AND TELECOM - IT MANAGEMENT,1988590.08,1,1,0,2023,0
Informa Uk Limited,B506,SPECIAL STUDIES/ANALYSIS- DATA,1986898.0,2,2,1,2018,0
Atlantic Diving Supply,1940,SMALL CRAFT,1982941.7999999998,2,1,0,2020,0
L3Harris,6150,MISCELLANEOUS ELECTRIC POWER A,1980113.4,1,1,0,2019,0
Hansome Energy,6105,"MOTORS, ELECTRICAL",1978870.1,1,1,0,2027,0
Creek,D399,IT AND TELECOM- OTHER IT AND T,1976497.8199999998,2,1,0,2023,0
Inforeliance,D399,IT AND TELECOM- OTHER IT AND T,1969932.6,1,1,0,2017,0
Nv5 Geospatial Solutions,7030,INFORMATION TECHNOLOGY SOFTWAR,1964721.98,3,3,2,2017,0
August Schell Enterprises,DA10,IT AND TELECOM - BUSINESS APPL,1957494.12,1,1,0,2022,0
Vmd Integrators,D399,IT AND TELECOM- OTHER IT AND T,1956940.8,2,2,4,2024,0
Sargent Aerospace Defense,4810,"VALVES, POWERED",1952500.0,1,1,0,2026,0
Aatd,5820,RADIO AND TELEVISION COMMUNICA,1952014.92,1,1,0,2023,0
Cartridge Actuated Devices,1377,CARTRIDGE AND PROPELLANT ACTUA,1946513.1800000002,5,5,6,2026,0
General Dynamics,1730,AIRCRAFT GROUND SERVICING EQUI,1944084.42,1,1,0,2026,0
P S I Repair Services,K058,MODIFICATION OF EQUIPMENT- COM,1939802.16,1,1,0,2014,0
Carahsoft,D307,IT AND TELECOM- IT STRATEGY AN,1937020.4,2,2,1,2016,0
Ashcroft,6605,NAVIGATIONAL INSTRUMENTS,1935000.0,1,1,0,2027,0
Milpower,5820,RADIO AND TELEVISION COMMUNICA,1930488.0,1,1,0,2016,0
Microsoft,D319,IT AND TELECOM- ANNUAL SOFTWAR,1924600.0,2,2,4,2023,0
Newvac,1355,"TORPEDOS AND COMPONENTS, INERT",1923125.0,1,1,0,2025,0
Tdi,7030,INFORMATION TECHNOLOGY SOFTWAR,1904046.1600000001,2,2,2,2016,0
Curtiss Wright Electro Mechanical,2090,MISCELLANEOUS SHIP AND MARINE ,1903345.0299999998,2,2,2,2026,0
Parraid,7A21,IT AND TELECOM - BUSINESS APPL,1900903.5,1,1,0,2025,0
Promodel Government Solutions,7030,INFORMATION TECHNOLOGY SOFTWAR,1900746.84,2,1,0,2016,0
The Marlin Alliance,D302,IT AND TELECOM- SYSTEMS DEVELO,1897297.5,1,1,0,2022,0
Digital Science Research Solutions,L070,TECHNICAL REPRESENTATIVE- ADP ,1897134.41,1,1,0,2020,0
Oceaneering International,1990,MISCELLANEOUS VESSELS,1891322.0,2,2,1,2018,0
Environmental Research Institute,DG01,IT AND TELECOM - NETWORK SUPPO,1890411.0,1,1,0,2024,0
L3Harris,5980,OPTOELECTRONIC DEVICES AND ASS,1877572.0,1,1,0,2026,0
