uei,naics6,naics_desc,is_primary
FDMCABKJFNE8,423490,Other Professional Equipment and Supplies Merchant Wholesalers,
FDMCABKJFNE8,561210,Facilities Support Services,
UES5F4AAZJK5,332912,Fluid Power Valve and Hose Fitting Manufacturing,
UES5F4AAZJK5,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
UES5F4AAZJK5,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Y
UES5F4AAZJK5,333618,Other Engine Equipment Manufacturing,
UES5F4AAZJK5,333995,Fluid Power Cylinder and Actuator Manufacturing,
UES5F4AAZJK5,336390,Other Motor Vehicle Parts Manufacturing,
UES5F4AAZJK5,336411,Aircraft Manufacturing,
UES5F4AAZJK5,336412,Aircraft Engine and Engine Parts Manufacturing,
UES5F4AAZJK5,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
UES5F4AAZJK5,336611,Ship Building and Repairing,
UES5F4AAZJK5,336612,Boat Building,
UES5F4AAZJK5,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
UES5F4AAZJK5,336999,All Other Transportation Equipment Manufacturing,
UES5F4AAZJK5,339999,All Other Miscellaneous Manufacturing,
SJDXENRDPKE8,513210,Software Publishers,Y
SFD8QNU62LD3,335929,Other Communication and Energy Wire Manufacturing,Y
W7QMJRYTHHM4,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Y
W7QMJRYTHHM4,332811,Metal Heat Treating,
RC7JGU7RMQT4,541310,Architectural Services,Y
RC7JGU7RMQT4,541330,Engineering Services,
RC7JGU7RMQT4,541340,Drafting Services,
RC7JGU7RMQT4,541350,Building Inspection Services,
VUA5GYK66K98,332322,Sheet Metal Work Manufacturing,Y
L4ZMKLM4MPL3,332912,Fluid Power Valve and Hose Fitting Manufacturing,
L4ZMKLM4MPL3,332993,Ammunition (except Small Arms) Manufacturing,
L4ZMKLM4MPL3,333995,Fluid Power Cylinder and Actuator Manufacturing,
L4ZMKLM4MPL3,335312,Motor and Generator Manufacturing,
L4ZMKLM4MPL3,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
L4ZMKLM4MPL3,336412,Aircraft Engine and Engine Parts Manufacturing,
L4ZMKLM4MPL3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Y
L4ZMKLM4MPL3,336999,All Other Transportation Equipment Manufacturing,
L4ZMKLM4MPL3,423830,Industrial Machinery and Equipment Merchant Wholesalers,
L4ZMKLM4MPL3,541330,Engineering Services,
L4ZMKLM4MPL3,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
CMTLME2MH6F4,236220,Commercial and Institutional Building Construction,
CMTLME2MH6F4,238220,"Plumbing, Heating, and Air-Conditioning Contractors",
CMTLME2MH6F4,332410,Power Boiler and Heat Exchanger Manufacturing,
CMTLME2MH6F4,332911,Industrial Valve Manufacturing,
CMTLME2MH6F4,332919,Other Metal Valve and Pipe Fitting Manufacturing,
CMTLME2MH6F4,333415,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing,
CMTLME2MH6F4,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
CMTLME2MH6F4,541330,Engineering Services,Y
CMTLME2MH6F4,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
R82KDN15JP13,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
R82KDN15JP13,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
R82KDN15JP13,336411,Aircraft Manufacturing,
R82KDN15JP13,336412,Aircraft Engine and Engine Parts Manufacturing,
R82KDN15JP13,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
R82KDN15JP13,336414,Guided Missile and Space Vehicle Manufacturing,
R82KDN15JP13,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
R82KDN15JP13,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
R82KDN15JP13,336611,Ship Building and Repairing,
R82KDN15JP13,512191,Teleproduction and Other Postproduction Services,
R82KDN15JP13,541330,Engineering Services,
R82KDN15JP13,541430,Graphic Design Services,
R82KDN15JP13,541490,Other Specialized Design Services,
R82KDN15JP13,541511,Custom Computer Programming Services,
R82KDN15JP13,541512,Computer Systems Design Services,
R82KDN15JP13,541513,Computer Facilities Management Services,
R82KDN15JP13,541519,Other Computer Related Services,
R82KDN15JP13,541611,Administrative Management and General Management Consulting Services,
R82KDN15JP13,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",Y
R82KDN15JP13,541990,"All Other Professional, Scientific, and Technical Services",
MEQJENNPRLG9,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",Y
LKXHMX1K3AC5,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,Y
Y3LKL3D6FNK9,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
Y3LKL3D6FNK9,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,Y
Y3LKL3D6FNK9,811210,Electronic and Precision Equipment Repair and Maintenance,
QWM1XWLUFQM8,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
QWM1XWLUFQM8,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
QWM1XWLUFQM8,334290,Other Communications Equipment Manufacturing,
QWM1XWLUFQM8,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
QWM1XWLUFQM8,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
QWM1XWLUFQM8,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
QWM1XWLUFQM8,541330,Engineering Services,
QWM1XWLUFQM8,541511,Custom Computer Programming Services,
QWM1XWLUFQM8,541512,Computer Systems Design Services,
QWM1XWLUFQM8,541513,Computer Facilities Management Services,
QWM1XWLUFQM8,541519,Other Computer Related Services,
QWM1XWLUFQM8,541690,Other Scientific and Technical Consulting Services,
QWM1XWLUFQM8,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",Y
QWM1XWLUFQM8,561210,Facilities Support Services,
XA3VAXMUA9A8,221114,Solar Electric Power Generation,
XA3VAXMUA9A8,221122,Electric Power Distribution,
XA3VAXMUA9A8,236210,Industrial Building Construction,
XA3VAXMUA9A8,238210,Electrical Contractors and Other Wiring Installation Contractors,Y
XA3VAXMUA9A8,238290,Other Building Equipment Contractors,
XA3VAXMUA9A8,238990,All Other Specialty Trade Contractors,
XA3VAXMUA9A8,335313,Switchgear and Switchboard Apparatus Manufacturing,
XA3VAXMUA9A8,335314,Relay and Industrial Control Manufacturing,
XA3VAXMUA9A8,541330,Engineering Services,
XA3VAXMUA9A8,541420,Industrial Design Services,
XA3VAXMUA9A8,541511,Custom Computer Programming Services,
XA3VAXMUA9A8,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
GNH1FJWKY3G3,331529,Other Nonferrous Metal Foundries (except Die-Casting),Y
HRJNGAUKL2Q2,541330,Engineering Services,Y
HRJNGAUKL2Q2,541380,Testing Laboratories and Services,
HRJNGAUKL2Q2,541690,Other Scientific and Technical Consulting Services,
HRJNGAUKL2Q2,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
MAKYNVTMNZX1,332911,Industrial Valve Manufacturing,Y
MAKYNVTMNZX1,332912,Fluid Power Valve and Hose Fitting Manufacturing,
MAKYNVTMNZX1,332919,Other Metal Valve and Pipe Fitting Manufacturing,
GWKMNJ89SCC5,331491,"Nonferrous Metal (except Copper and Aluminum) Rolling, Drawing, and Extruding",Y
NN4BTBUN58J5,212322,Industrial Sand Mining,
NN4BTBUN58J5,423840,Industrial Supplies Merchant Wholesalers,Y
E83TNKA9JCY6,333413,Industrial and Commercial Fan and Blower and Air Purification Equipment Manufacturing,Y
JEDSVNSMLTN4,541330,Engineering Services,
JEDSVNSMLTN4,541511,Custom Computer Programming Services,
JEDSVNSMLTN4,541512,Computer Systems Design Services,
JEDSVNSMLTN4,541513,Computer Facilities Management Services,
JEDSVNSMLTN4,561311,Employment Placement Agencies,
JEDSVNSMLTN4,561320,Temporary Help Services,Y
ML82LTYEBMQ5,541519,Other Computer Related Services,Y
XLLQN8Q4P7M1,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",Y
ZA7HPV7XXUE3,332114,Custom Roll Forming,
ZA7HPV7XXUE3,332312,Fabricated Structural Metal Manufacturing,
ZA7HPV7XXUE3,332313,Plate Work Manufacturing,
ZA7HPV7XXUE3,332420,Metal Tank (Heavy Gauge) Manufacturing,
ZA7HPV7XXUE3,332710,Machine Shops,
ZA7HPV7XXUE3,332721,Precision Turned Product Manufacturing,
ZA7HPV7XXUE3,332911,Industrial Valve Manufacturing,
ZA7HPV7XXUE3,332994,"Small Arms, Ordnance, and Ordnance Accessories Manufacturing",
ZA7HPV7XXUE3,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,Y
ZA7HPV7XXUE3,333120,Construction Machinery Manufacturing,
ZA7HPV7XXUE3,333131,Mining Machinery and Equipment Manufacturing,
ZA7HPV7XXUE3,333132,Oil and Gas Field Machinery and Equipment Manufacturing,
ZA7HPV7XXUE3,333514,"Special Die and Tool, Die Set, Jig, and Fixture Manufacturing",
ZA7HPV7XXUE3,333515,Cutting Tool and Machine Tool Accessory Manufacturing,
ZA7HPV7XXUE3,333517,Machine Tool Manufacturing,
ZA7HPV7XXUE3,333519,Rolling Mill and Other Metalworking Machinery Manufacturing,
ZA7HPV7XXUE3,333611,Turbine and Turbine Generator Set Units Manufacturing,
ZA7HPV7XXUE3,333612,"Speed Changer, Industrial High-Speed Drive, and Gear Manufacturing",
ZA7HPV7XXUE3,333613,Mechanical Power Transmission Equipment Manufacturing,
ZA7HPV7XXUE3,333996,Fluid Power Pump and Motor Manufacturing,
ZA7HPV7XXUE3,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
ZA7HPV7XXUE3,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
ZA7HPV7XXUE3,336211,Motor Vehicle Body Manufacturing,
ZA7HPV7XXUE3,336411,Aircraft Manufacturing,
ZA7HPV7XXUE3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,
ZA7HPV7XXUE3,336414,Guided Missile and Space Vehicle Manufacturing,
ZA7HPV7XXUE3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
J632BG3ZB8L9,334412,Bare Printed Circuit Board Manufacturing,Y
GKN9NW23L2L9,331222,Steel Wire Drawing,
GKN9NW23L2L9,332919,Other Metal Valve and Pipe Fitting Manufacturing,Y
GKN9NW23L2L9,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
GKN9NW23L2L9,333613,Mechanical Power Transmission Equipment Manufacturing,
SLTUM1DV4433,334511,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical System and Instrument Manufacturing",
SLTUM1DV4433,334512,"Automatic Environmental Control Manufacturing for Residential, Commercial, and Appliance Use",Y
SLTUM1DV4433,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
SLTUM1DV4433,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
SLTUM1DV4433,334519,Other Measuring and Controlling Device Manufacturing,
SLTUM1DV4433,335314,Relay and Industrial Control Manufacturing,
SLTUM1DV4433,423690,Other Electronic Parts and Equipment Merchant Wholesalers,
SLTUM1DV4433,541618,Other Management Consulting Services,
SLTUM1DV4433,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
WEK3JBN7G6L7,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,Y
RDRYVJJX3NA5,237310,"Highway, Street, and Bridge Construction",
RDRYVJJX3NA5,238210,Electrical Contractors and Other Wiring Installation Contractors,
RDRYVJJX3NA5,334210,Telephone Apparatus Manufacturing,
RDRYVJJX3NA5,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing,
RDRYVJJX3NA5,334419,Other Electronic Component Manufacturing,
RDRYVJJX3NA5,334513,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables",
RDRYVJJX3NA5,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
RDRYVJJX3NA5,541330,Engineering Services,Y
RDRYVJJX3NA5,541512,Computer Systems Design Services,
RDRYVJJX3NA5,541690,Other Scientific and Technical Consulting Services,
RDRYVJJX3NA5,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology)",
RDRYVJJX3NA5,541990,"All Other Professional, Scientific, and Technical Services",
RDRYVJJX3NA5,561621,Security Systems Services (except Locksmiths),
ZBAJWJYVWC49,444190,Other Building Material Dealers,Y
UZKRMH51VMJ5,333131,Mining Machinery and Equipment Manufacturing,
UZKRMH51VMJ5,333923,"Overhead Traveling Crane, Hoist, and Monorail System Manufacturing",
UZKRMH51VMJ5,333993,Packaging Machinery Manufacturing,
UZKRMH51VMJ5,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,Y
UZKRMH51VMJ5,334516,Analytical Laboratory Instrument Manufacturing,
UZKRMH51VMJ5,541990,"All Other Professional, Scientific, and Technical Services",
PHZDZ8SJ5CM1,334111,Electronic Computer Manufacturing,
PHZDZ8SJ5CM1,334112,Computer Storage Device Manufacturing,
PHZDZ8SJ5CM1,334118,Computer Terminal and Other Computer Peripheral Equipment Manufacturing,
PHZDZ8SJ5CM1,334210,Telephone Apparatus Manufacturing,
PHZDZ8SJ5CM1,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
PHZDZ8SJ5CM1,334310,Audio and Video Equipment Manufacturing,
PHZDZ8SJ5CM1,334417,Electronic Connector Manufacturing,
PHZDZ8SJ5CM1,334419,Other Electronic Component Manufacturing,
PHZDZ8SJ5CM1,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
PHZDZ8SJ5CM1,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing,
PHZDZ8SJ5CM1,423410,Photographic Equipment and Supplies Merchant Wholesalers,
PHZDZ8SJ5CM1,423430,Computer and Computer Peripheral Equipment and Software Merchant Wholesalers,Y
PHZDZ8SJ5CM1,513210,Software Publishers,
PHZDZ8SJ5CM1,518210,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",
PHZDZ8SJ5CM1,541330,Engineering Services,
PHZDZ8SJ5CM1,541511,Custom Computer Programming Services,
PHZDZ8SJ5CM1,541512,Computer Systems Design Services,
PHZDZ8SJ5CM1,541513,Computer Facilities Management Services,
PHZDZ8SJ5CM1,541519,Other Computer Related Services,
PHZDZ8SJ5CM1,541611,Administrative Management and General Management Consulting Services,
PHZDZ8SJ5CM1,541614,"Process, Physical Distribution, and Logistics Consulting Services",
PHZDZ8SJ5CM1,561311,Employment Placement Agencies,
PHZDZ8SJ5CM1,561312,Executive Search Services,
PHZDZ8SJ5CM1,561320,Temporary Help Services,
PHZDZ8SJ5CM1,611420,Computer Training,
EB3GK67LJFR1,238210,Electrical Contractors and Other Wiring Installation Contractors,
EB3GK67LJFR1,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing,
EB3GK67LJFR1,334515,Instrument Manufacturing for Measuring and Testing Electricity and Electrical Signals,
EB3GK67LJFR1,335311,"Power, Distribution, and Specialty Transformer Manufacturing",
EB3GK67LJFR1,335312,Motor and Generator Manufacturing,
EB3GK67LJFR1,335313,Switchgear and Switchboard Apparatus Manufacturing,
EB3GK67LJFR1,335314,Relay and Industrial Control Manufacturing,Y
EB3GK67LJFR1,541330,Engineering Services,
EB3GK67LJFR1,611430,Professional and Management Development Training,
Z2M4Q4H6TKM3,327910,Abrasive Product Manufacturing,
Z2M4Q4H6TKM3,423840,Industrial Supplies Merchant Wholesalers,Y
EAZVTUEVK9J9,237990,Other Heavy and Civil Engineering Construction,
EAZVTUEVK9J9,332911,Industrial Valve Manufacturing,
EAZVTUEVK9J9,332912,Fluid Power Valve and Hose Fitting Manufacturing,
EAZVTUEVK9J9,333248,All Other Industrial Machinery Manufacturing,
EAZVTUEVK9J9,333995,Fluid Power Cylinder and Actuator Manufacturing,
EAZVTUEVK9J9,333996,Fluid Power Pump and Motor Manufacturing,
EAZVTUEVK9J9,333998,All Other Miscellaneous General Purpose Machinery Manufacturing,
EAZVTUEVK9J9,423610,"Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers",
EAZVTUEVK9J9,423830,Industrial Machinery and Equipment Merchant Wholesalers,Y
EAZVTUEVK9J9,811310,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,
XK68QNYRQCH8,332312,Fabricated Structural Metal Manufacturing,
XK68QNYRQCH8,332919,Other Metal Valve and Pipe Fitting Manufacturing,Y
XK68QNYRQCH8,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing,
GLT9FNADUMA4,334290,Other Communications Equipment Manufacturing,Y
GLT9FNADUMA4,335314,Relay and Industrial Control Manufacturing,
WYN3NM142HF3,332911,Industrial Valve Manufacturing,
WYN3NM142HF3,333914,"Measuring, Dispensing, and Other Pumping Equipment Manufacturing",
WYN3NM142HF3,333996,Fluid Power Pump and Motor Manufacturing,
WYN3NM142HF3,336412,Aircraft Engine and Engine Parts Manufacturing,
WYN3NM142HF3,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Y
WYN3NM142HF3,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing,
WYN3NM142HF3,336419,Other Guided Missile and Space Vehicle Parts and Auxiliary Equipment Manufacturing,
WYN3NM142HF3,336611,Ship Building and Repairing,
WYN3NM142HF3,336992,"Military Armored Vehicle, Tank, and Tank Component Manufacturing",
WYN3NM142HF3,339112,Surgical and Medical Instrument Manufacturing,
VKM2EJNZJ367,423410,Photographic Equipment and Supplies Merchant Wholesalers,
